field_1,序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別,﻿序號
"5718","5719.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","15","17","11",臺中市,烏日區,"0","2","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","4.0","5.0","1.0","16.0","2.0","9.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","12.0",,"48.0","48.0","1.0","2.0","4.0",212253.703714641,2666365.92006658,"2.0",
"5730","5731.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","15","17","25",臺中市,大里區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"2.0",,,"42.0","42.0","1.0","6.0","1.0",120.702551,24.08731,"3.0",
"5767","5768.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","15","18","10",臺中市,沙鹿區,"0","1","0","6.0","2.0","6.0","50.0","12.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"59.0","59.0","1.0","12.0","4.0",207032.89021589,2677784.09038241,"2.0",
"5783","5784.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","15","18","41",臺中市,北屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"1.0",,,"84.0","84.0","1.0","12.0","4.0",120.670779,24.178713,"3.0",
"5784","5785.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","15","18","43",臺中市,東區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","1.0","11.0",,"12.0","12.0","1.0","12.0","4.0",220278.428539186,2669906.12370841,"2.0",
"5866","5867.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","16","7","25",臺中市,清水區,"0","1","0","7.0","3.0","6.0","40.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","1.0","4.0","4.0","1.0","16.0","2.0","9.0","2.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","12.0","4.0",208234.005765005,2687532.58325266,"2.0",
"5870","5871.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","16","7","46",臺中市,大甲區,"0","2","0","7.0","3.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","6.0","4.0",212228.501544209,2693484.23819336,"2.0",
"5889","5890.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","16","8","36",臺中市,豐原區,"0","2","0","7.0","2.0","8.0","15.0","18.0","24.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","11.0","2.0","7.0","4.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"41.0","41.0","1.0","12.0","4.0",223634.969819075,2685154.83142192,"2.0",
"6061","6062.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","16","16","3",臺中市,外埔區,"0","2","0","7.0","2.0","6.0","30.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","15.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","12.0",,"15.0","15.0","1.0","12.0","4.0",215002.161561326,2691522.27247696,"2.0",
"6077","6078.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","16","16","37",臺中市,霧峰區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"1.0",,"1.0",,,"7.0","7.0","1.0","3.0","4.0",120.695092,24.065883,"3.0",
"6204","6205.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","16","23","6",臺中市,南屯區,"0","1","0","7.0","1.0","6.0","0.0","18.0","21.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","16.0",,"43.0","43.0","1.0","4.0","4.0",214104.367426743,2671282.47646475,"2.0",
"6206","6207.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","16","23","23",臺中市,大里區,"0","2","0","7.0","1.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","1.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","13.0",,"48.0","48.0","1.0","4.0","4.0",218368.103543835,2668326.39377417,"2.0",
"6241","6242.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","17","7","32",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","2.0","18.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","15.0",,"82.0","82.0","1.0","12.0","1.0",226621.748052396,2674023.95407317,"2.0",
"6285","6286.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","17","10","40",臺中市,神岡區,"0","1","0","7.0","2.0","6.0","15.0","13.0","13.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","2.0","18.0","2.0","9.0","5.0","1.0",F01,"7.0","4.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","6.0","4.0",214027.095650815,2683297.17825593,"2.0",
"6370","6371.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","17","15","40",臺中市,南屯區,"0","1","0","7.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","4.0","2.0","18.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","12.0","4.0",209615.270421422,2670505.84087913,"2.0",
"6491","6492.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","18","7","25",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","50.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","18.0","2.0","9.0","5.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","12.0","4.0",218958.952067257,2673437.46194679,"2.0",
"6513","6514.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","18","7","54",臺中市,西屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"15.0",,,,,F01,,,"1.0",,"1.0",,,"11.0","11.0","1.0","12.0","4.0",120.650893,24.170869,"3.0",
"6655","6656.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","18","14","17",臺中市,北區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"2.0",,,"84.0","84.0","1.0","12.0","4.0",120.68528,24.155783,"3.0",
"6703","6704.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","18","16","16",臺中市,大肚區,"0","1","0","7.0","1.0","6.0","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"14.0","14.0","1.0","2.0","4.0",207107.147931235,2673678.81091622,"2.0",
"6728","6729.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","18","17","10",臺中市,北屯區,"0","2","0","7.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","14.0",,"4.0","4.0","1.0","13.0","4.0",216178.03969353,2674809.70231828,"2.0",
"6812","6813.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","18","19","48",臺中市,太平區,"0","2","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","8.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","1.0","14.0","12.0","48.0","48.0","1.0","12.0","4.0",221193.042698059,2670248.56760683,"2.0",
"6851","6852.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","19","3","21",臺中市,烏日區,"0","1","0","7.0","1.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"59.0","59.0","1.0","6.0","4.0",209078.877406272,2667296.56992692,"2.0",
"7156","7157.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","19","17","25",臺中市,大里區,"0","1","0","7.0","2.0","6.0","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"14.0","14.0","1.0","2.0","4.0",219492.069542019,2666728.58538951,"2.0",
"7228","7229.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","19","19","45",臺中市,霧峰區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","1.0","16.0","2.0","8.0","4.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","14.0",,"51.0","51.0","1.0","12.0","4.0",219125.815123842,2662651.33841739,"2.0",
"7298","7299.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","7","46",臺中市,大安區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"2.0",,,"7.0","7.0","1.0","6.0","4.0",120.596678,24.389328,"3.0",
"7304","7305.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","7","51",臺中市,豐原區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","3.0","3.0","4.0","4.0","9.0","5.0","5.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"4.0","4.0","1.0","13.0","4.0",222284.892889113,2682218.49198491,"2.0",
"7327","7328.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","8","17",臺中市,西屯區,"0","1","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","13.0","2.0","9.0","1.0","1.0",F01,"7.0","5.0","7.0","21.0","1.0","11.0",,"47.0","47.0","1.0","12.0","4.0",212002.24111317,2674612.03889871,"2.0",
"7331","7332.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","8","20",臺中市,沙鹿區,"0","0","0","7.0",,,"0.0",,,,,,,,,,,,,,"11.0",,,,,F01,,,"7.0",,"1.0",,,"39.0","39.0","1.0","13.0","4.0",120.569866,24.235675,"4.0",
"7439","7440.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","12","40",臺中市,大雅區,"0","0","0","7.0",,,"30.0",,,,,,,,,,,,,,,,,,,F01,,,,,,,,"84.0","84.0","1.0",,,120.636595,24.210993,"3.0",
"7464","7465.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","13","50",臺中市,霧峰區,"0","1","0","7.0","2.0","6.0","40.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","5.0","4.0",F01,"7.0","5.0","7.0","21.0","2.0","14.0",,"22.0","22.0","1.0","12.0","4.0",218977.738080621,2662362.15950542,"2.0",
"7531","7532.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","16","46",臺中市,太平區,"0","1","0","5.0","2.0","6.0","40.0","4.0","1.0","1.0","4.0","4.0","3.0","6.0","4.0","4.0","5.0","5.0","4.0","2.0","17.0","2.0","9.0","2.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","12.0","4.0",221313.803190783,2669601.76277883,"2.0",
"7553","7554.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","17","8",臺中市,北區,"0","1","0","5.0","2.0","6.0","50.0","4.0","1.0","1.0","4.0","4.0","6.0","5.0","1.0","1.0","5.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","13.0",,"40.0","40.0","1.0","4.0","1.0",217201.799898626,2673537.87033569,"2.0",
"7567","7568.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","17","25",臺中市,大雅區,"0","1","0","5.0","1.0","6.0","30.0","4.0","2.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","3.0","10.0","4.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","12.0",,"15.0","15.0","1.0","13.0","4.0",120.655087,24.211918,"2.0",
"7578","7579.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","20","17","32",臺中市,龍井區,"0","1","0","6.0","3.0","6.0","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","18.0","2.0","7.0","6.0","1.0",F02,"7.0","9.0","7.0","21.0","1.0","14.0",,"59.0","59.0","1.0","3.0","4.0",201609.408674428,2677169.13790454,"2.0",
"7819","7820.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","21","11","40",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","4.0","1.0","5.0","2.0","13.0","2.0","8.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"7.0","7.0","1.0","12.0","4.0",221489.008171019,2675270.52038319,"2.0",
"7999","8000.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","21","17","27",臺中市,西屯區,"0","2","0","7.0","2.0","6.0","40.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"48.0","48.0","1.0","13.0","1.0",213495.649865685,2674582.5414103,"2.0",
"8037","8038.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","21","18","7",臺中市,東區,"0","2","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","2.0","17.0","2.0","9.0","4.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","5.0","1.0",219150.795010143,2670437.0238096,"2.0",
"8043","8044.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","21","18","17",臺中市,東區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"2.0",,,"48.0","48.0","1.0","12.0","4.0",120.694457,24.147985,"3.0",
"8154","8155.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","22","7","42",臺中市,潭子區,"0","2","0","7.0","2.0","6.0","60.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","1.0","17.0","2.0","8.0","5.0","1.0",F01,"7.0","7.0","7.0","21.0","2.0","12.0",,"40.0","40.0","1.0","13.0","4.0",220129.611012658,2679227.80637742,"2.0",
"8171","8172.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","22","8","5",臺中市,大里區,"0","2","0","7.0","3.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"11.0","11.0","1.0","12.0","4.0",218120.515652261,2667475.49569972,"2.0",
"8296","8297.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","22","12","25",臺中市,西區,"0","1","0","7.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","13.0",,"84.0","84.0","1.0","12.0","1.0",120.662941,24.151815,"2.0",
"8302","8303.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","22","12","30",臺中市,清水區,"0","1","0","7.0","3.0","6.0","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","14.0",,"82.0","82.0","1.0","12.0","4.0",205425.994024031,2685320.86226687,"2.0",
"8321","8322.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","22","13","25",臺中市,北屯區,"0","1","0","7.0","3.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","4.0","2.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","15.0","7.0","21.0","1.0","13.0",,"4.0","4.0","1.0","2.0","4.0",216018.662602221,2676142.31477826,"2.0",
"8355","8356.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","22","14","39",臺中市,北屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"12.0",,,,,F01,,,"7.0","21.0","9.0",,,"84.0","84.0","1.0","4.0","4.0",120.692939,24.180095,"3.0",
"8461","8462.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","22","18","18",臺中市,神岡區,"0","1","0","7.0","1.0","6.0","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","19.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","12.0",,"87.0","87.0","1.0","13.0","4.0",218244.54687077,2682305.05181255,"2.0",
"8569","8570.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","23","7","25",臺中市,西屯區,"0","2","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","1.0","7.0","21.0","1.0","11.0",,"51.0","51.0","1.0","12.0","4.0",213452.486414933,2674589.74044716,"2.0",
"8640","8641.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","23","10","10",臺中市,大雅區,"0","1","0","7.0","3.0","6.0","0.0","3.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","5.0","1.0","12.0","2.0","9.0","1.0","1.0",F02,"7.0","1.0","7.0","21.0","2.0","14.0",,"51.0","51.0","1.0","13.0","4.0",214602.432113879,2680044.02974551,"2.0",
"8816","8817.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","23","16","15",臺中市,大肚區,"0","1","0","7.0","3.0","6.0","50.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","4.0","2.0","17.0","2.0","7.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","7.0","12.0",,"8.0","8.0","1.0","6.0","4.0",204276.577113692,2671477.88983175,"2.0",
"8824","8825.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","23","16","29",臺中市,太平區,"0","1","0","6.0","2.0","6.0","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","8.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","12.0",,"84.0","84.0","1.0","12.0","4.0",223496.170392657,2672642.72777523,"2.0",
"8966","8967.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","24","8","17",臺中市,新社區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","18.0","2.0","9.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","9.0","13.0",,"84.0","84.0","1.0","13.0","4.0",231191.154933211,2674512.22830977,"2.0",
"9131","9132.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","24","16","48",臺中市,神岡區,"0","2","0","7.0","1.0","6.0","15.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","15.0","2.0","8.0","4.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"20.0","20.0","1.0","12.0","4.0",218749.611294231,2681136.04644661,"2.0",
"9144","9145.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","24","17","18",臺中市,沙鹿區,"0","1","0","6.0","2.0","6.0","50.0","13.0","14.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"94.0","94.0","1.0","12.0","4.0",205071.715200698,2678131.39350509,"2.0",
"9248","9249.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","25","6","51",臺中市,梧棲區,"0","1","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"12.0","12.0","1.0","12.0","4.0",202653.076297452,2680047.65737583,"2.0",
"9253","9254.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","25","7","29",臺中市,霧峰區,"0","1","0","7.0","2.0","6.0","40.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","12.0","2.0","8.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","13.0","4.0",219015.576125374,2662366.28588686,"2.0",
"9297","9298.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","25","8","27",臺中市,大雅區,"0","1","0","7.0","3.0","6.0","30.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","2.0","5.0","1.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","15.0",,"14.0","14.0","1.0","12.0","4.0",215148.420501291,2679619.71411801,"2.0",
"9313","9314.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","25","8","50",臺中市,神岡區,"0","2","0","7.0","2.0","6.0","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","8.0","7.0","21.0","2.0","11.0",,"40.0","40.0","1.0","6.0","4.0",218616.957107301,2680667.96870248,"2.0",
"9542","9543.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","25","17","27",臺中市,烏日區,"0","1","0","7.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","16.0","2.0","8.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","6.0","1.0",211824.991479527,2666556.77752488,"2.0",
"9544","9545.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","25","17","28",臺中市,北區,"0","1","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","12.0",,"11.0","11.0","1.0","13.0","4.0",218116.939011223,2672687.87812608,"2.0",
"9558","9559.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","25","17","43",臺中市,北區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","5.0","2.0","13.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","12.0","4.0",219248.030554391,2672258.66453603,"2.0",
"9724","9725.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","26","8","56",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","30.0","13.0","13.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","2.0","3.0","10.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"59.0","59.0","1.0","5.0","4.0",120.702576,24.185745,"2.0",
"9864","9865.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","26","15","7",臺中市,大里區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","18.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"87.0","87.0","1.0","12.0","4.0",220338.675671627,2666817.83605156,"2.0",
"9883","9884.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","26","16","0",臺中市,龍井區,"0","1","0","7.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","3.0","1.0","1.0","18.0","2.0","9.0","2.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","15.0",,"59.0","59.0","1.0","13.0","4.0",200287.721006392,2679655.04205592,"2.0",
"9935","9936.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","26","17","35",臺中市,神岡區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","1.0","18.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","8.0","14.0",,"53.0","53.0","1.0","6.0","4.0",215332.532150463,2683301.89672751,"2.0",
"9988","9989.0","66000",387130000C,(04)23274275,(04)23288582,"2025","8","26","18","25",臺中市,潭子區,"0","2","0","5.0","2.0","6.0","30.0","3.0","1.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","12.0","4.0",120.703477,24.220795,"2.0",
